,area,rice_type
1380,1178.5,broken
1381,1666.0,broken
1382,2359.5,broken
1383,2122.0,broken
1384,1945.0,broken
1385,2673.5,broken
1386,2594.5,broken
1387,2739.0,broken
1388,2307.5,broken
1389,1241.5,broken
1390,1687.5,broken
1391,1970.5,broken
1392,1552.0,broken
1393,2029.5,broken
1394,2980.5,broken
1395,1918.5,broken
1396,1909.5,broken
1397,3312.0,broken
1398,3181.5,broken
1399,1835.0,broken
1400,2574.0,broken
1401,2450.5,broken
1402,1576.0,broken
1403,2049.0,broken
1404,1364.0,broken
1405,2476.0,broken
1406,2258.0,broken
1407,2267.5,broken
1408,3095.5,broken
1409,1139.0,broken
1410,1713.0,broken
1411,1551.0,broken
1412,2519.0,broken
1413,1774.0,broken
1414,1539.5,broken
1415,2263.0,broken
1416,809.5,broken
1417,2171.0,broken
1418,1663.5,broken
1419,1044.5,broken
1420,1606.0,broken
1421,2898.0,broken
1422,1491.0,broken
1423,1095.5,broken
1424,3641.5,broken
1425,1439.5,broken
1426,1566.5,broken
1427,1151.0,broken
1428,4306.0,broken
1429,1924.5,broken
1430,1295.5,broken
1431,3004.5,broken
1432,5697.0,broken
1433,1445.0,broken
1434,1276.5,broken
1435,1790.0,broken
1436,2947.0,broken
1437,1974.0,broken
1438,3234.5,broken
1439,1372.0,broken
1440,2311.5,broken
1441,1865.0,broken
1442,1084.0,broken
1443,1146.0,broken
1444,1977.0,broken
1445,2202.0,broken
1446,986.5,broken
1447,3425.5,broken
1448,2531.0,broken
1449,1603.5,broken
1450,1428.0,broken
1451,2160.0,broken
1452,2627.5,broken
1453,2347.5,broken
1454,1155.0,broken
1455,2562.5,broken
1456,2724.5,broken
1457,2375.5,broken
1458,1566.0,broken
1459,1178.5,broken
1460,2807.0,broken
1461,1200.5,broken
1462,988.5,broken
1463,4071.0,broken
1464,4979.0,broken
1465,2152.5,broken
1466,2774.5,broken
1467,3666.0,broken
1468,1715.0,broken
1469,1716.0,broken
1470,1621.5,broken
1471,777.0,broken
1472,1364.5,broken
1473,2324.5,broken
1474,1228.5,broken
1475,2521.5,broken
1476,2445.0,broken
1477,1169.5,broken
1478,3150.5,broken
1479,1625.0,broken
1480,1865.0,broken
1481,1638.5,broken
1482,1102.5,broken
1483,2468.0,broken
1484,1323.5,broken
1485,1332.5,broken
1486,2292.0,broken
1487,2189.0,broken
1488,1544.0,broken
1489,1852.0,broken
1490,1189.5,broken
1491,1888.5,broken
1492,1846.5,broken
1493,2093.5,broken
1494,2231.5,broken
1495,2777.0,broken
1496,3121.5,broken
1497,2176.0,broken
1498,2451.0,broken
1499,1804.5,broken
1500,2927.0,broken
1501,1316.0,broken
1502,1966.0,broken
1503,1279.5,broken
1504,1893.0,broken
1505,1077.0,broken
1506,1760.5,broken
1507,1732.0,broken
1508,1515.5,broken
1509,1894.5,broken
1510,2192.5,broken
1511,2650.0,broken
1512,1034.5,broken
1513,1207.0,broken
1514,1337.5,broken
1515,2031.5,broken
1516,1034.0,broken
1517,2697.5,broken
1518,1901.0,broken
1519,2569.0,broken
1520,6063.5,broken
1521,1717.5,broken
1522,2284.0,broken
1523,1702.5,broken
1524,1359.0,broken
1525,1289.5,broken
1526,1943.5,broken
1527,1826.5,broken
1528,1461.5,broken
1529,1362.5,broken
1530,3644.5,broken
1531,1415.5,broken
1532,1575.0,broken
1533,1405.5,broken
1534,1963.5,broken
1535,1463.0,broken
1536,1431.0,broken
1537,984.0,broken
1538,2642.5,broken
1539,1491.0,broken
1540,2637.0,broken
1541,1522.0,broken
1542,2019.0,broken
1543,1800.5,broken
1544,1722.0,broken
1545,3295.5,broken
1546,1816.5,broken
1547,2292.0,broken
1548,5106.0,broken
1549,2014.5,broken
1550,2828.0,broken
1551,1826.0,broken
1552,2152.0,broken
1553,1479.0,broken
1554,1862.0,broken
1555,2665.0,broken
1556,2075.5,broken
1557,2119.5,broken
1558,1266.0,broken
1559,1675.5,broken
1560,2660.5,broken
1561,1496.5,broken
1562,1268.0,broken
1563,1282.0,broken
1564,4018.0,broken
1565,1309.5,broken
1566,2693.0,broken
1567,1837.0,broken
1568,2045.0,broken
1569,1984.0,broken
1570,2621.0,broken
1571,1609.5,broken
1572,1855.5,broken
1573,1787.0,broken
1574,1135.5,broken
1575,1963.5,broken
1576,1240.5,broken
1577,1793.5,broken
1578,2063.5,broken
1579,1845.5,broken
1580,2444.5,broken
1581,1576.5,broken
1582,1418.0,broken
1583,1956.0,broken
1584,4118.5,broken
1585,1271.5,broken
1586,1315.0,broken
1587,2495.5,broken
1588,2897.0,broken
1589,1525.5,broken
1590,2347.5,broken
1591,2151.5,broken
1592,2344.0,broken
1593,1984.0,broken
1594,1496.0,broken
1595,6584.0,broken
1596,1454.0,broken
1597,1401.0,broken
1598,1721.0,broken
1599,1159.0,broken
1600,2882.5,broken
1601,2069.5,broken
1602,1145.5,broken
1603,1990.0,broken
1604,1292.0,broken
1605,2158.5,broken
1606,1643.0,broken
1607,2710.5,broken
1608,1270.0,broken
1609,1856.5,broken
1610,2554.5,broken
1611,1280.5,broken
1612,1473.5,broken
1613,1558.0,broken
1614,1829.5,broken
1615,925.5,broken
1616,1226.5,broken
1617,1996.5,broken
1618,1232.5,broken
1619,810.5,broken
1620,1786.5,broken
1621,1900.0,broken
1622,1694.5,broken
1623,1451.5,broken
1624,2157.5,broken
1625,2256.5,broken
1626,2855.0,broken
1627,2085.0,broken
1628,2825.5,broken
1629,2288.5,broken
1630,2017.5,broken
1631,2164.0,broken
1632,1798.0,broken
1633,1423.5,broken
1634,979.0,broken
1635,1678.5,broken
1636,2187.0,broken
1637,2353.0,broken
1638,2392.0,broken
1639,2345.0,broken
1640,2735.0,broken
1641,1725.5,broken
1642,1800.0,broken
1643,670.5,broken
1644,1765.0,broken
1645,1756.5,broken
1646,1017.5,broken
1647,1403.5,broken
1648,2800.5,broken
1649,1410.0,broken
1650,2164.5,broken
1651,4677.0,broken
1652,1610.0,broken
1653,1495.0,broken
1654,1595.0,broken
1655,2211.0,broken
1656,1221.0,broken
1657,2059.5,broken
1658,1293.5,broken
1659,1219.5,broken
1660,1795.0,broken
1661,2903.0,broken
1662,2040.5,broken
1663,1922.5,broken
1664,1127.0,broken
1665,2541.0,broken
1666,1593.0,broken
1667,1505.0,broken
1668,1301.5,broken
1669,1656.0,broken
1670,1130.5,broken
1671,1828.0,broken
1672,1889.5,broken
1673,3746.0,broken
1674,1631.5,broken
1675,1322.5,broken
1676,1430.5,broken
1677,1687.0,broken
1678,2058.0,broken
1679,1576.5,broken
1680,2227.0,broken
1681,1398.5,broken
1682,2052.0,broken
1683,2196.0,broken
1684,1450.5,broken
1685,2702.5,broken
1686,2230.0,broken
1687,1438.5,broken
1688,826.0,broken
1689,3052.0,broken
1690,2195.5,broken
1691,1578.0,broken
1692,2114.0,broken
1693,1043.0,broken
1694,1454.5,broken
1695,2285.5,broken
1696,1871.0,broken
1697,1707.0,broken
1698,3713.5,broken
1699,1613.5,broken
1700,2627.0,broken
1701,2295.5,broken
1702,945.5,broken
1703,1996.5,broken
1704,2658.5,broken
1705,1568.0,broken
1706,1948.5,broken
1707,2432.5,broken
1708,3546.5,broken
1709,2139.0,broken
1710,2031.5,broken
1711,1625.5,broken
1712,1001.0,broken
1713,1209.5,broken
1714,1004.0,broken
1715,1375.5,broken
1716,1650.5,broken
1717,1818.0,broken
1718,2209.5,broken
1719,1715.5,broken
1720,1161.5,broken
1721,1795.5,broken
1722,2216.0,broken
1723,2941.5,broken
1724,4010.5,broken
1725,1918.5,broken
1726,2445.5,broken
1727,1399.0,broken
1728,1942.0,broken
1729,2095.5,broken
1730,3015.0,broken
1731,1953.5,broken
1732,1220.0,broken
1733,1334.5,broken
1734,2162.0,broken
1735,1200.5,broken
1736,1485.5,broken
1737,1627.5,broken
1738,566.5,broken
1739,1843.5,broken
1740,1243.0,broken
1741,1078.5,broken
1742,1762.0,broken
1743,1938.5,broken
1744,1277.5,broken
1745,2117.5,broken
1746,4244.0,broken
1747,1587.5,broken
1748,1299.5,broken
1749,2266.5,broken
1750,2881.0,broken
1751,1976.0,broken
1752,2104.5,broken
1753,891.0,broken
1754,1683.5,broken
1755,2423.0,broken
1756,1364.5,broken
1757,1747.0,broken
1758,1565.0,broken
1759,1964.5,broken
1760,2423.5,broken
1761,923.5,broken
1762,2384.0,broken
1763,1471.0,broken
1764,1922.0,broken
1765,3570.0,broken
1766,1368.5,broken
1767,2098.0,broken
1768,2140.0,broken
1769,1264.0,broken
1770,2094.0,broken
1771,2851.5,broken
1772,1473.5,broken
1773,1257.5,broken
1774,1174.0,broken
1775,1560.0,broken
1776,2943.0,broken
1777,1356.0,broken
1778,3329.0,broken
1779,1030.0,broken
1780,2628.5,broken
1781,2221.5,broken
1782,1708.0,broken
1783,1564.0,broken
1784,2083.0,broken
1785,2392.0,broken
1786,1809.0,broken
1787,1278.5,broken
1788,2444.0,broken
1789,1886.0,broken
1790,1938.0,broken
1791,2355.5,broken
1792,1098.5,broken
1793,2095.0,broken
1794,2139.0,broken
1795,1790.5,broken
1796,2088.5,broken
1797,1274.0,broken
1798,2542.0,broken
1799,892.5,broken
1800,2915.0,broken
1801,2172.0,broken
1802,3861.5,broken
1803,1316.0,broken
1804,1458.0,broken
1805,1810.0,broken
1806,2118.5,broken
1807,2122.0,broken
1808,1751.0,broken
1809,1640.5,broken
1810,1267.0,broken
1811,1020.5,broken
1812,2124.5,broken
1813,2124.0,broken
1814,1794.5,broken
1815,1025.5,broken
1816,2851.5,broken
1817,2464.5,broken
1818,1927.5,broken
1819,1426.0,broken
1820,915.5,broken
1821,1682.0,broken
1822,1736.0,broken
1823,1581.5,broken
1824,1118.0,broken
1825,1948.5,broken
1826,1351.5,broken
1827,1298.5,broken
1828,2677.5,broken
1829,1135.0,broken
1830,1259.5,broken
1831,1559.0,broken
1832,1950.0,broken
1833,1954.0,broken
1834,2052.5,broken
1835,1302.5,broken
1836,3056.0,broken
1837,829.0,broken
1838,1245.5,broken
1839,2631.0,broken
1840,906.5,broken
1841,2601.5,broken
1842,2017.5,broken
1843,2209.0,broken
1844,4046.5,broken
1845,971.5,broken
1846,1479.0,broken
1847,2281.5,broken
1848,1393.5,broken
1849,2588.5,broken
1850,1343.0,broken
1851,2323.5,broken
1852,2451.5,broken
1853,1145.0,broken
1854,2274.5,broken
1855,2051.5,broken
1856,1631.5,broken
1857,3684.5,broken
1858,1981.5,broken
1859,1440.5,broken
1860,1368.5,broken
1861,2030.5,broken
1862,1594.5,broken
1863,1240.5,broken
1864,2288.0,broken
1865,2237.5,broken
1866,2794.0,broken
1867,3915.0,broken
1868,1002.5,broken
1869,1350.0,broken
1870,2443.0,broken
1871,2725.0,broken
1872,2430.5,broken
1873,1808.5,broken
1874,1173.0,broken
1875,1774.0,broken
1876,5594.0,broken
1877,1391.0,broken
1878,2110.5,broken
1879,1385.5,broken
1880,1325.0,broken
1881,1607.0,broken
1882,2033.5,broken
1883,1664.5,broken
1884,2357.0,broken
1885,2110.5,broken
1886,1923.0,broken
1887,2591.5,broken
1888,1868.0,broken
1889,2990.5,broken
1890,1774.0,broken
1891,4053.0,broken
1892,2249.0,broken
1893,1574.0,broken
1894,2533.5,broken
1895,2180.0,broken
1896,1067.0,broken
1897,1383.0,broken
1898,2251.5,broken
1899,962.5,broken
1900,974.0,broken
1901,972.5,broken
1902,3786.0,broken
1903,5179.5,broken
1904,1266.5,broken
1905,2372.5,broken
1906,1863.5,broken
1907,2407.0,broken
1908,2579.5,broken
1909,2740.5,broken
1910,1220.0,broken
1911,4580.5,broken
1912,1939.0,broken
1913,2247.0,broken
1914,2127.5,broken
1915,2066.0,broken
1916,1260.0,broken
1917,2111.0,broken
1918,2176.5,broken
1919,2091.0,broken
1920,1621.5,broken
1921,3083.0,broken
1922,2604.5,broken
1923,875.0,broken
1924,939.0,broken
1925,1841.5,broken
1926,1957.0,broken
1927,1715.0,broken
1928,1072.0,broken
1929,1512.0,broken
1930,1499.0,broken
1931,1475.5,broken
1932,1411.0,broken
1933,2475.5,broken
1934,1381.0,broken
1935,1942.0,broken
1936,4503.0,broken
1937,2260.5,broken
1938,1817.0,broken
1939,2300.0,broken
1940,1738.5,broken
1941,2150.0,broken
1942,1578.5,broken
1943,1976.0,broken
1944,930.5,broken
1945,1615.5,broken
1946,1855.0,broken
1947,1516.0,broken
1948,1376.5,broken
1949,3054.5,broken
1950,1841.0,broken
1951,3049.0,broken
1952,959.0,broken
1953,3050.5,broken
1954,1517.5,broken
1955,2329.0,broken
1956,1496.0,broken
1957,2058.0,broken
1958,1553.5,broken
1959,2959.0,broken
1960,1182.0,broken
1961,1434.5,broken
1962,1752.0,broken
1963,2033.5,broken
1964,1621.0,broken
1965,2035.0,broken
1966,927.5,broken
1967,1896.0,broken
1968,1567.0,broken
1969,1903.5,broken
1970,2681.5,broken
1971,1283.5,broken
1972,1358.0,broken
1973,1318.0,broken
1974,1447.0,broken
1975,1949.0,broken
1976,784.5,broken
1977,1576.5,broken
1978,1515.0,broken
1979,2010.5,broken
1980,1175.5,broken
1981,5.0,broken
1982,1430.5,broken
1983,2239.5,broken
1984,1172.0,broken
1985,1775.0,broken
1986,2266.0,broken
1987,1763.5,broken
1988,1687.5,broken
1989,1549.0,broken
1990,1630.5,broken
1991,1440.0,broken
1992,1958.0,broken
1993,1410.5,broken
1994,1354.0,broken
1995,2089.0,broken
1996,1627.0,broken
1997,1574.5,broken
1998,1769.0,broken
1999,1629.0,broken
2000,2958.5,broken
2001,1916.0,broken
2002,2854.0,broken
2003,2018.5,broken
2004,718.5,broken
2005,2230.0,broken
2006,2590.5,broken
2007,1911.0,broken
2008,1266.0,broken
2009,2478.0,broken
2010,1764.5,broken
2011,2317.0,broken
2012,1346.5,broken
2013,1542.5,broken
2014,1747.5,broken
2015,2893.0,broken
2016,1584.0,broken
2017,2226.5,broken
2018,1156.0,broken
2019,1948.5,broken
2020,2005.5,broken
2021,4122.5,broken
2022,1100.0,broken
2023,1286.5,broken
2024,1021.0,broken
2025,1608.0,broken
2026,2620.5,broken
2027,2280.5,broken
2028,2121.0,broken
2029,1420.5,broken
2030,1931.0,broken
2031,3501.5,broken
2032,4326.0,broken
2033,1856.5,broken
2034,2122.5,broken
2035,1633.0,broken
2036,1644.5,broken
2037,982.0,broken
2038,2037.0,broken
2039,2233.0,broken
2040,1222.5,broken
2041,3498.0,broken
2042,1995.0,broken
2043,1654.5,broken
2044,1617.0,broken
2045,1586.0,broken
2046,1850.5,broken
2047,2209.0,broken
2048,3576.0,broken
2049,1360.0,broken
2050,1917.5,broken
2051,1612.5,broken
2052,1221.5,broken
2053,2046.0,broken
2054,1713.0,broken
2055,1149.0,broken
2056,1481.5,broken
2057,2692.0,broken
2058,1886.5,broken
2059,1626.0,broken
2060,1084.5,broken
2061,1783.5,broken
2062,1654.5,broken
2063,2185.5,broken
2064,2255.0,broken
2065,1596.0,broken
2066,1458.5,broken
2067,1985.0,broken
2068,1785.5,broken
2069,1598.0,broken
2070,2392.5,broken
2071,1472.0,broken
2072,1379.0,broken
2073,1782.0,broken
2074,1798.0,broken
2075,1926.5,broken
2076,1485.5,broken
2077,984.0,broken
2078,2305.5,broken
2079,1703.0,broken
2080,2301.0,broken
2081,1271.0,broken
2082,1267.0,broken
2083,2257.5,broken
2084,2606.0,broken
2085,1237.5,broken
2086,2452.0,broken
2087,2046.0,broken
2088,1820.5,broken
2089,2274.5,broken
2090,1499.5,broken
2091,1434.5,broken
2092,1225.5,broken
2093,1361.5,broken
2094,1282.5,broken
2095,1569.5,broken
2096,3459.0,broken
2097,927.0,broken
2098,1828.0,broken
2099,1538.5,broken
2100,1293.0,broken
2101,2334.5,broken
2102,1047.5,broken
2103,1637.0,broken
2104,1069.5,broken
2105,5314.5,broken
2106,1373.5,broken
2107,1718.5,broken
2108,2051.0,broken
2109,1761.5,broken
2110,2468.5,broken
2111,1575.0,broken
2112,2959.5,broken
2113,2230.5,broken
2114,1909.0,broken
2115,1615.5,broken
2116,3649.5,broken
2117,1055.5,broken
2118,1609.0,broken
2119,1014.5,broken
2120,2625.0,broken
2121,1235.5,broken
2122,1517.0,broken
2123,3620.0,broken
2124,1078.5,broken
2125,2591.0,broken
2126,1118.0,broken
2127,1590.0,broken
2128,1738.5,broken
2129,1345.5,broken
2130,1251.5,broken
2131,3096.0,broken
2132,1352.0,broken
2133,4451.5,broken
2134,2418.5,broken
2135,2438.0,broken
2136,1588.5,broken
2137,1704.0,broken
2138,1484.0,broken
2139,2428.0,broken
2140,1791.5,broken
2141,2485.5,broken
2142,4867.5,broken
2143,654.0,broken
2144,1341.0,broken
2145,1940.5,broken
2146,2016.5,broken
2147,2614.0,broken
2148,1520.0,broken
2149,1106.5,broken
2150,1829.5,broken
2151,1419.0,broken
2152,768.5,broken
2153,2301.5,broken
2154,2210.0,broken
2155,1087.0,broken
2156,1094.0,broken
2157,1950.5,broken
2158,1515.5,broken
2159,2168.0,broken
2160,1125.0,broken
2161,1668.0,broken
2162,2036.5,broken
2163,1109.0,broken
2164,1337.5,broken
2165,1598.0,broken
2166,1853.5,broken
2167,1639.0,broken
2168,1349.5,broken
2169,1329.5,broken
2170,1119.5,broken
2171,1446.0,broken
2172,2162.5,broken
2173,2302.5,broken
2174,1265.0,broken
2175,2615.5,broken
2176,2348.0,broken
2177,1495.0,broken
2178,1687.0,broken
2179,1956.0,broken
2180,1573.0,broken
2181,1871.5,broken
2182,837.5,broken
2183,1543.0,broken
2184,1976.0,broken
2185,2339.0,broken
2186,1360.5,broken
2187,1427.5,broken
2188,1450.5,broken
2189,2321.5,broken
2190,1707.0,broken
2191,1171.5,broken
2192,1791.0,broken
2193,1210.0,broken
2194,2452.5,broken
2195,3522.5,broken
2196,1137.0,broken
2197,2206.5,broken
2198,1745.0,broken
2199,1892.0,broken
2200,976.0,broken
2201,3902.0,broken
2202,2182.5,broken
2203,1248.5,broken
2204,1217.0,broken
2205,1979.5,broken
2206,1045.0,broken
2207,1216.0,broken
2208,1703.5,broken
2209,2346.5,broken
2210,1813.0,broken
2211,1462.0,broken
2212,1847.5,broken
2213,1463.0,broken
2214,1052.5,broken
2215,2004.5,broken
2216,1516.0,broken
2217,2080.0,broken
2218,2259.0,broken
2219,1841.0,broken
2220,2227.5,broken
2221,2144.0,broken
2222,1639.5,broken
2223,1723.0,broken
2224,2821.0,broken
2225,1380.5,broken
2226,2536.5,broken
2227,2274.0,broken
2228,1815.0,broken
2229,2087.5,broken
2230,3342.0,broken
2231,2364.0,broken
2232,2202.0,broken
2233,1590.0,broken
2234,1262.0,broken
2235,2154.0,broken
2236,1788.5,broken
2237,2073.5,broken
2238,1580.5,broken
2239,2575.5,broken
2240,2463.0,broken
2241,1041.5,broken
2242,1018.0,broken
2243,2274.0,broken
2244,1983.5,broken
2245,1816.0,broken
2246,2654.0,broken
2247,950.5,broken
2248,1047.5,broken
2249,845.5,broken
2250,953.5,broken
2251,1848.5,broken
2252,2564.5,broken
2253,939.5,broken
2254,1789.5,broken
2255,1308.0,broken
2256,1379.5,broken
2257,1617.0,broken
2258,2194.0,broken
2259,4498.0,broken
2260,1001.5,broken
2261,1126.0,broken
2262,2171.5,broken
2263,1526.5,broken
2264,1218.5,broken
2265,1989.5,broken
2266,1918.5,broken
2267,1986.5,broken
2268,777.5,broken
2269,516.5,broken
2270,1540.5,broken
2271,950.0,broken
2272,2472.5,broken
2273,2462.0,broken
2274,2228.0,broken
2275,1949.5,broken
2276,2560.5,broken
2277,2010.5,broken
2278,1155.5,broken
2279,1361.5,broken
2280,1338.5,broken
2281,1553.0,broken
2282,1086.0,broken
2283,1234.0,broken
2284,1829.0,broken
2285,1383.5,broken
2286,584.5,broken
2287,1852.5,broken
2288,796.0,broken
2289,1255.0,broken
2290,2802.0,broken
2291,1356.0,broken
2292,1367.0,broken
2293,961.5,broken
2294,1413.0,broken
2295,3371.5,broken
2296,964.0,broken
2297,1311.5,broken
2298,2073.5,broken
2299,2215.5,broken
2300,957.0,broken
2301,1105.0,broken
2302,2601.5,broken
2303,1882.5,broken
2304,2164.0,broken
2305,2405.5,broken
2306,1899.5,broken
2307,1833.0,broken
2308,1092.0,broken
2309,3129.5,broken
2310,1395.0,broken
2311,1826.0,broken
2312,2361.5,broken
2313,1240.0,broken
2314,2485.0,broken
2315,1090.5,broken
2316,1357.0,broken
2317,2195.5,broken
2318,1456.5,broken
2319,2082.0,broken
2320,1515.5,broken
2321,1313.5,broken
2322,2478.5,broken
2323,1893.5,broken
2324,2173.0,broken
2325,1212.0,broken
2326,1382.0,broken
2327,1034.5,broken
2328,1938.5,broken
2329,1740.0,broken
2330,1277.0,broken
2331,1975.5,broken
2332,1247.0,broken
2333,1707.0,broken
2334,1853.5,broken
2335,1885.0,broken
2336,1621.0,broken
2337,1719.5,broken
2338,1794.0,broken
2339,1280.0,broken
2340,2360.5,broken
2341,1638.5,broken
2342,2517.5,broken
2343,3780.0,broken
2344,1199.0,broken
2345,2241.5,broken
2346,1905.5,broken
2347,1083.0,broken
2348,1201.5,broken
2349,4278.0,broken
2350,0.0,broken
2351,1791.0,broken
2352,1046.0,broken
2353,1230.0,full
2354,1295.5,full
2355,1322.5,full
2356,965.0,full
2357,1163.5,full
2358,2370.5,full
2359,1299.0,full
2360,608.0,full
2361,1322.5,full
2362,1446.0,full
2363,1280.0,full
2364,1145.0,full
2365,2358.5,full
2366,1278.5,full
2367,1394.0,full
2368,1380.0,full
2369,1470.0,full
2370,1595.5,full
2371,2802.5,full
2372,2656.5,full
2373,1210.0,full
2374,1374.5,full
2375,1255.0,full
2376,1299.5,full
2377,1398.5,full
2378,955.5,full
2379,1819.5,full
2380,1203.5,full
2381,1458.5,full
2382,1013.0,full
2383,1191.0,full
2384,1272.0,full
2385,1155.0,full
2386,1480.5,full
2387,4296.0,full
2388,1286.0,full
2389,1182.5,full
2390,739.0,full
2391,1354.5,full
2392,3957.5,full
2393,1218.0,full
2394,1401.0,full
2395,1825.5,full
2396,1303.5,full
2397,1341.5,full
2398,2531.0,full
2399,1265.0,full
2400,1560.0,full
2401,1281.0,full
2402,1283.0,full
2403,1702.5,full
2404,1349.5,full
2405,1253.0,full
2406,1431.5,full
2407,1222.0,full
2408,1387.5,full
2409,473.0,full
2410,1488.5,full
2411,1535.0,full
2412,1240.5,full
2413,1947.0,full
2414,945.5,full
2415,1466.5,full
2416,1629.0,full
2417,2980.5,full
2418,1567.5,full
2419,2225.0,full
2420,1254.0,full
2421,3776.5,full
2422,1205.5,full
2423,2889.5,full
2424,1557.0,full
2425,1378.0,full
2426,1397.0,full
2427,1603.0,full
2428,1459.5,full
2429,1575.5,full
2430,1182.5,full
2431,1258.0,full
2432,1283.0,full
2433,1262.0,full
2434,1585.5,full
2435,1235.0,full
2436,1228.5,full
2437,1293.5,full
2438,2871.0,full
2439,1144.0,full
2440,1500.5,full
2441,1568.0,full
2442,1270.0,full
2443,1308.0,full
2444,1604.0,full
2445,1446.0,full
2446,1542.0,full
2447,1461.0,full
2448,1265.0,full
2449,1090.0,full
2450,861.5,full
2451,1503.5,full
2452,1098.5,full
2453,1218.5,full
2454,1500.5,full
2455,1625.5,full
2456,1487.5,full
2457,1536.5,full
2458,1277.0,full
2459,2322.5,full
2460,1538.0,full
2461,1457.5,full
2462,1269.0,full
2463,1478.5,full
2464,902.0,full
2465,1443.0,full
2466,3052.0,full
2467,2826.5,full
2468,1360.0,full
2469,1358.5,full
2470,1176.5,full
2471,1458.5,full
2472,1006.5,full
2473,1507.0,full
2474,1668.5,full
2475,691.0,full
2476,1673.5,full
2477,1369.0,full
2478,1294.5,full
2479,1486.0,full
2480,1579.5,full
2481,4036.0,full
2482,1257.0,full
2483,1906.5,full
2484,2417.0,full
2485,1575.0,full
2486,1399.0,full
2487,1234.5,full
2488,853.5,full
2489,1382.5,full
2490,1383.0,full
2491,920.5,full
2492,617.0,full
2493,1154.0,full
2494,1566.5,full
2495,4561.5,full
2496,1586.5,full
2497,1415.5,full
2498,1613.5,full
2499,2717.5,full
2500,3328.0,full
2501,1976.5,full
2502,1616.5,full
2503,2687.5,full
2504,1518.0,full
2505,1447.5,full
2506,1537.5,full
2507,1463.0,full
2508,1133.5,full
2509,1348.0,full
2510,1679.0,full
2511,2547.0,full
2512,3022.5,full
2513,1366.5,full
2514,1729.0,full
2515,1421.5,full
2516,1779.0,full
2517,1261.5,full
2518,2366.5,full
2519,1363.0,full
2520,1056.0,full
2521,1332.0,full
2522,2204.0,full
2523,1957.0,full
2524,1872.5,full
2525,1340.5,full
2526,1609.0,full
2527,1229.5,full
2528,4552.5,full
2529,4499.0,full
2530,1253.0,full
2531,3157.0,full
2532,1523.0,full
2533,1459.0,full
2534,1412.0,full
2535,1409.5,full
2536,1418.0,full
2537,1726.0,full
2538,2668.5,full
2539,1410.0,full
2540,1093.5,full
2541,1407.0,full
2542,1504.0,full
2543,747.0,full
2544,1221.0,full
2545,1226.0,full
2546,3215.5,full
2547,1208.0,full
2548,1582.0,full
2549,1357.5,full
2550,1411.5,full
2551,1183.5,full
2552,1137.0,full
2553,2147.5,full
2554,1641.5,full
2555,1648.5,full
2556,1180.0,full
2557,1115.0,full
2558,1580.5,full
2559,1590.0,full
2560,1278.0,full
2561,1122.0,full
2562,1794.5,full
2563,1254.5,full
2564,3760.0,full
2565,1553.0,full
2566,1383.0,full
2567,1311.0,full
2568,831.0,full
2569,1255.0,full
2570,1528.5,full
2571,726.0,full
2572,1319.5,full
2573,1809.0,full
2574,1445.0,full
2575,1454.5,full
2576,1259.0,full
2577,1439.0,full
2578,1297.0,full
2579,1243.0,full
2580,1617.0,full
2581,1465.5,full
2582,1416.5,full
2583,1344.0,full
2584,1521.0,full
2585,1137.0,full
2586,1403.0,full
2587,1601.5,full
2588,1488.5,full
2589,1247.5,full
2590,1355.0,full
2591,1690.0,full
2592,905.5,full
2593,1576.5,full
2594,1342.0,full
2595,1493.5,full
2596,1495.5,full
2597,1517.5,full
2598,1311.0,full
2599,1703.0,full
2600,1301.0,full
2601,1419.5,full
2602,1502.5,full
2603,1014.5,full
2604,1329.5,full
2605,1697.0,full
2606,1620.5,full
2607,2697.5,full
2608,1348.0,full
2609,1115.5,full
2610,1534.5,full
2611,4474.0,full
2612,1528.0,full
2613,890.0,full
2614,1371.0,full
2615,1371.5,full
2616,1857.0,full
2617,1747.0,full
2618,1488.5,full
2619,1235.5,full
2620,1752.0,full
2621,1633.0,full
2622,1568.5,full
2623,3471.0,full
2624,1467.5,full
2625,1338.5,full
2626,1513.0,full
2627,1631.0,full
2628,1459.5,full
2629,1681.0,full
2630,1852.5,full
2631,2022.5,full
2632,1583.0,full
2633,1605.5,full
2634,1444.0,full
2635,1656.0,full
2636,1600.5,full
2637,736.5,full
2638,1171.0,full
2639,684.0,full
2640,1430.5,full
2641,1795.5,full
2642,589.0,full
2643,3801.0,full
2644,1275.0,full
2645,4181.5,full
2646,1543.5,full
2647,1367.5,full
2648,1371.5,full
2649,1482.5,full
2650,1674.0,full
2651,2392.0,full
2652,3294.0,full
2653,1926.0,full
2654,1306.0,full
2655,1638.5,full
2656,3885.5,full
2657,1601.5,full
2658,915.5,full
2659,3122.0,full
2660,1581.0,full
2661,1511.0,full
2662,1662.5,full
2663,1444.5,full
2664,1580.5,full
2665,1479.0,full
2666,1816.5,full
2667,1471.5,full
2668,3115.0,full
2669,1655.5,full
2670,1180.0,full
2671,1585.5,full
2672,4647.5,full
2673,1668.5,full
2674,1749.0,full
2675,1503.5,full
2676,1847.5,full
2677,1795.0,full
2678,1591.0,full
2679,1679.0,full
2680,1847.5,full
2681,1494.5,full
2682,512.0,full
2683,649.5,full
2684,635.0,full
2685,810.0,full
2686,831.5,full
2687,807.0,full
2688,1731.0,full
